ips_case_number,customer,suggested_customer,reason,ips_customer_name,ips_oem,ips_created_date,ips_title
1010434,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2026-04-30 01:48:11,"[NEC][LCFC][PTL[Yukimura-IP][25H2][SIT][BE211]Under S0 with a Bluetooth headset connected and running 1080P, the PHM log shows that C10 does not reach 50%.FR: 9/10Cycles"
1010143,HP,NEC,title_brand_mismatch,HP Inc,HP,2026-04-28 19:32:03,"[Intel][Internal][RPL-P (I)][AX211] WiFi Disconnect, not roaming, stationary"
1009762,DELL,NEC,title_brand_mismatch,NA,Dell,2026-04-27 01:53:50,[WCL][Roma] DUT still need to be connected under MS
1007714,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2026-04-13 07:09:43,"[NEC][LCFC][WCL][Yukimura-WCL VP][25H2][SIT][BE211]The BT driver shows Dual BT in the Device Manager details, and the language used for the Device Manager name is different. FR: 1/1unit"
1005602,HP,NEC,title_brand_mismatch,HP Inc,HP,2026-03-26 15:30:07,SIP129319 - EB 840 G8/ Spain/ ROCHES /T1/EMEA/ Wireless drops and disconnections
1005039,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2026-03-24 08:06:35,[NEC][LCFC][PTL[Yukimura-IP][25H2][FVT][BE211]There is no sound output from BT headset after reconnect the BLE headset.[EUT FR:1/2units]
1004966,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2026-03-24 03:17:42,"[NEC][LCFC][PTL[Yukimura-IP][25H2][FVT][BE211]MCC change to 00 after rerume from S4, FR: 1/1Unit, 1/5cycles"
1004664,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2026-03-20 07:24:15,[NEC][LCFC][WCL][Yukimura-WCL LV][25H2][FVT][AX211]BT device show Yellow Bang during normal function test. 2/10Units
1003693,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2026-03-14 09:45:26,[WIKO][Longcheer][MarseilleJ][Win11][Intel-PTL][AX211][BT]BLE bluetooth mouse reconnection time after restart is double times than MarseilleI.
1003222,PANASONIC,HP,title_brand_mismatch,Panasonic Connect,Panasonic,2026-03-11 07:06:41,[PTL][WhP2] How to test Bluetooth HADM (Channel Sounding) with DRTU
1002802,LENOVO,HP|NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2026-03-10 04:29:05,"[NEC][LCFC][PTL[Maetel-IP][25H2][SIT][BE211]Occurred Wi-Fi low throughput and disconnection issue on 2.4GHz when do ""5773PA 2.4G PM Scenario1"" test."
1002591,VAIO,NEC,title_brand_mismatch,VAIO Corporation,VAIO,2026-03-09 01:07:08,Network disconnects intermittently when 802.11r is enabled
1002353,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2026-03-05 08:59:04,[WIKO][Longcheer][MarseilleJ][Win11][Intel-PTL][AX211][WiFi]Connect 2.4G WiFi fail.
1002287,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2026-03-05 05:44:49,"[NEC][LCFC][PTL[Yukimura-IP][25H2][FVT][BE211]BT device auto disconnect durinng normal use, FR: 1/10cycles"
1002269,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,Lenovo - ThinkPad JP,2026-03-05 03:06:51,Users experience frequent disconnections during roaming between access points when 802.11ax is enabled
1001416,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2026-02-27 10:58:34,[NEC][LCFC][PTL[Yukimura-IP][25H2][FVT][BE211]There is no sound output from BT headset after resuming from MS/S5.[EUT FR:2/2units]
1001374,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,Lenovo - ThinkPad JP,2026-02-27 06:00:06,X9-14GEN1 connect BT headset mic not working
1000767,PANASONIC,HP,title_brand_mismatch,Panasonic Connect,Panasonic,2026-02-24 03:28:42,[PTL_WhP2_BM24Xmk2MVT] Wi-Fi YB / Wi-Fi YB and BT NG
1000086,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,Lenovo - ThinkPad JP,2026-02-12 04:08:35,Wi-Fi Always auto Connect to 2.4Ghz on INDONESIA
1000072,LENOVO,NEC,title_brand_mismatch,WISTRON CORPORATION,Lenovo - ThinkPad China,2026-02-12 02:42:54,Media Player will report an error 0x8889000F when connecting two headphone and change headphone output
999468,PANASONIC,HP,title_brand_mismatch,Panasonic Connect,Panasonic,2026-02-09 05:14:01,[PTL][WhP2] DRTU Output power is NG when Dynamic SAR is enabled
998821,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2026-02-04 01:25:22,"[NEC][LCFC][PTL[Yukimura-IP][25H2][FVT][BE211]""Request timed out"" message show in EXECping.log after resuming from RS mode.[FR:4/4times,100%][EUT FR:2/2units]"
998397,WIKO,NEC,title_brand_mismatch,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",WIKO,2026-02-02 03:16:54,[Wiko][DumasHz][RPL-R][AX201][BT] Bluetooth mouse connection failed
997362,SAMSUNG,NEC,title_brand_mismatch,"SAMSUNG ELECTRONICS CO., LTD.",Samsung,2026-01-26 06:11:41,[Venus5-14LNL][FmP2] The sound doesnt come out from the connected BT earphone after hibernate
996591,VAIO,NEC,title_brand_mismatch,VAIO Corporation,VAIO,2026-01-20 10:12:09,"[PTL+BE211]After the LE Audio device is disconnected once and then reconnected, the music does not play."
994251,LENOVO,NEC,title_brand_mismatch,WISTRON CORPORATION,Lenovo - ThinkPad JP,2026-01-05 03:15:41,[Curie3 PTL-H] The BT6.0 device does not display 16bit 32k Hz when connected.
993439,PANASONIC,HP,title_brand_mismatch,Panasonic Connect,Panasonic,2025-12-25 01:22:12,[PTL][WhP2] CITU Fail of BM23xmk2 DVT2(Review passed PCB)
992864,SAMSUNG,NEC,title_brand_mismatch,"SAMSUNG ELECTRONICS CO., LTD.",Samsung,2025-12-23 09:15:02,[Venus5-16LNL][FmP2] It takes more that 10 seconds for connecting R bud while only L bud was connected to the PC
992659,FUJITSU,NEC,title_brand_mismatch,Fujitsu Client Computing Limited (Lenovo/FCCL),Fujitsu,2025-12-22 10:09:19,[FCCL][RPL][GfP2]EAP authentication fails and disconnection from AP
992567,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2025-12-22 07:45:15,"[NEC][LCFC][Citron3_VP][25H2][ICPS] ID0(Child process [9344 - IDBWM.exe] finished with 1073740791) and ID7034(Intel Dynamic Bandwidth Management Service) and ID1000(IDBWM.exe) shows up while running FSU long run test.[FR: 8/356,2.25%][1/1 Units]"
992362,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2025-12-19 01:39:43,[Dynabook][Win11][RPL] Wifi connection with some APs are unstable
991916,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,Lenovo - ThinkPad China,2025-12-16 09:14:31,For BE200_Vpro_host PC is unable to access the AMT/ISM web UI interface of the target/client PC when connected via WLAN
990825,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2025-12-08 07:43:58,Wifi connection with some APs are unstable
990709,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2025-12-05 09:42:38,"(Copy Of 00986763) [NEC][LCFC][Citron3_VP][25H2][ICPS]ID1000( IDBWM.exe) shows up while running FSU long run test.[FR: 4/250,1.6%][1/1 Units]"
990641,FUJITSU,NEC,title_brand_mismatch,Fujitsu Client Computing Limited (Lenovo/FCCL),Fujitsu,2025-12-05 06:57:20,Audio is not heard when LE Audio headphone is disconnected and reconnected
990433,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2025-12-04 05:42:57,[NEC][LCFC][WCL][Yukimura][BE211/BE213]WLAN show YB with Error Code 10 after install WCL BKC driver_99.0.99.10 with ES2 Sample. FR: 100%
988678,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,Lenovo - ThinkPad China,2025-11-24 06:43:09,KunLNL[E14GEN7]_Add_BE200_There is no sound output When connecting the Bluetooth headphones then play loca
987527,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2025-11-17 08:01:25,"[NEC][LCFC][Citron3_VP][25H2][ICPS]ID0(Child process [10672 - IDBWM.exe] finished with 255) and ID7034(Intel Dynamic Bandwidth Management Service) shows up while running FSU long run test.[FR: 4/750,1.6%][1/1 Units]"
986825,CLEVO,NEC,title_brand_mismatch,CLEVO CO.,Clevo,2025-11-12 08:09:14,BE211 connect different AP MLO no internet
986763,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,NEC,2025-11-12 05:46:02,"[NEC][LCFC][Citron3_VP][25H2][ICPS]ID0(Child process [10672 - IDBWM.exe] finished with 255) and ID7034(Intel Dynamic Bandwidth Management Service) shows up while running FSU long run test.[FR: 4/250,1.6%][1/1 Units]"
986139,HONOR,NEC,title_brand_mismatch,LUXSHAREPC,Honor,2025-11-07 06:29:15,"[525203] [H6onor][LuxsharePC][NvwaB][DVT][25H2]PC connected 2.4G/5G AP(802.11AX/AC,20M/40M) do UDP downstream can not meet spec.(F/R:1/1U,6/6C))"
983979,WIKO,NEC,title_brand_mismatch,"Huaqin Technology Co., Ltd",WIKO,2025-10-28 07:54:56,[Wiko][NiceI][RPL][AX201]Problem of failed Miracast wireless connection from PC to smart TV(6/10).
982974,HP,OPPO,title_brand_mismatch,HP Inc,HP,2025-10-21 10:04:35,SIO2422105 - [DT][25CQ4][Coppola][QTA][SCIT-SUS][Win11][25H2][REF][HW][S22_924200] YB in Device Manager when  press any key on the Bluetooth keyboard/mouse to wake up the UUT.
981049,PANASONIC,HP,title_brand_mismatch,Panasonic Connect,Panasonic,2025-10-09 14:18:32,[PTL][WhP2] CITU marginal test Fail
977518,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2025-09-17 08:54:58,Bluetooth connection during ModS
976665,ACER,NEC,title_brand_mismatch,ACER INCORPORATED,Acer,2025-09-12 06:57:46,BLE data exchanged times in a connection interval
976420,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2025-09-11 06:14:40,[ARL][FmP2][BE201] CITU Connection Error
973605,PANASONIC,HP,title_brand_mismatch,Panasonic Connect,Panasonic,2025-08-26 05:24:09,[PTL][WhP2] Layout check request for FM232mk1 DVT1.5 board
970917,SAMSUNG,HP,title_brand_mismatch,"SAMSUNG ELECTRONICS CO., LTD.",Samsung,2025-08-08 06:27:39,[PTL][WhP2] No sound after putting one side earbud inside cradle and WMP error occurs
968922,LENOVO,NEC,title_brand_mismatch,Lenovo (Beijing) Limited,Lenovo - ThinkPad JP,2025-07-29 04:24:17,T14S Laptop (AX211) keeps switching between different Wi-Fi access points (APs) unnecessarily
968828,FUJITSU,NEC,title_brand_mismatch,Fujitsu Client Computing Limited (Lenovo/FCCL),Fujitsu,2025-07-28 13:05:29,[FCCL][GfP2]Ping timeout or disconnect during Teams meeting
968361,SAMSUNG,HP,title_brand_mismatch,"SAMSUNG ELECTRONICS CO., LTD.",Samsung,2025-07-24 07:14:39,[PTL][WhP2] BT HFP audio offload is not working with DSP drivers I2S colock for HFP option
968280,ACER,HP,title_brand_mismatch,"COMPAL ELECTRONICS, INC.",Acer,2025-07-24 01:52:50,PTL BE201 WiFi7 Throughput Tx Fail
966246,PANASONIC,HP,title_brand_mismatch,Panasonic Connect,Panasonic,2025-07-15 01:39:09,[PTL][WhP2] Wi-Fi YB occurs
966004,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2025-07-12 07:15:59,[Dynabook]Failed to connect to the network from ICPS App
965058,SAMSUNG,HP,title_brand_mismatch,"SAMSUNG ELECTRONICS CO., LTD.",Samsung,2025-07-08 07:13:23,[PTL] [WhP2]BT YB code 10 after installing v23.150.25244.10527 in PTL ES2
963288,PANASONIC,NEC,title_brand_mismatch,Panasonic Connect,Panasonic,2025-06-30 06:16:35,"[WiFi][Windows 11]can not connect to AP with ""WPA2/AES/Password: Hexadecimal number 64 digits"""
959976,PANASONIC,NEC,title_brand_mismatch,Panasonic Connect,Panasonic,2025-06-10 05:40:57,[WiFi][AX211][BE200][BE201][Windows 11]can not connect to stealth AP with 6GHz
959886,HP,NEC,title_brand_mismatch,HP Inc,HP,2025-06-09 12:27:59,SIP125787 - 840 G8 / Win 11 23H2 / Roche Pharma/Intermittent WLAN disconnection
957783,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2025-05-27 02:08:39,"[WIKO][LC][MarseilleI][ARL-AX201][DVT2][24H2]After connecting the Bluetooth headset, it cannot be reconnected by pulling and sawing"
957537,MICROSOFT,NEC,title_brand_mismatch,Cybernet Manufacturing Inc,Microsoft,2025-05-23 17:19:27,"Intel 7260 and 7265 WiFi, are both antenna connectors for WiFi and Bluetooth?"
955063,WIKO,NEC,title_brand_mismatch,"Huaqin Technology Co., Ltd",WIKO,2025-05-10 06:23:52,[WIKO][HUAQIN][LyonI][Intel RPL-R][Intel AX201][WiFi][Win11]System will disconnect when system occur 4003 error.
955062,WIKO,XIAOMI,title_brand_mismatch,"Huaqin Technology Co., Ltd",WIKO,2025-05-10 06:21:40,[WIKO][HUAQIN][LyonI][Intel RPL-R][Intel AX201][WiFi][Win11]Play video very lag via Miracast to XiaomiTV.
954988,VAIO,HP,title_brand_mismatch,VAIO Corporation,VAIO,2025-05-09 08:15:41,Low Throughput Issue with Driver ver.23.120.0.3 or later
954540,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2025-05-07 11:14:46,"[WIKO][LC][MarseilleI][ARL-AX201][DVT2][24H2]The headset reconnected fail and show ""DUT indicates that this item does not work. Please make sure your Bluetooth device can still detect it and then try again"""
954103,LENOVO,NEC,title_brand_mismatch,Lenovo (Beijing) Limited,Lenovo - ThinkPad JP,2025-05-05 18:49:30,AX211 Constant Disconnects on 6GHz with TP X1 2-in-1 Gen 9
952981,WIKO,NEC,title_brand_mismatch,"Huaqin Technology Co., Ltd",WIKO,2025-04-28 02:22:40,[WIKO][HUAQIN][NiceI][Intel RPL-R][Intel AX201][WiFi][Win11]System will disconnect when system occur 4003 error.
952979,WIKO,XIAOMI,title_brand_mismatch,"Huaqin Technology Co., Ltd",WIKO,2025-04-28 02:19:50,[WIKO][HUAQIN][NiceI][Intel RPL-R][Intel AX201][WiFi][Win11]Play video very lag via Miracast to XiaomiTV.
952339,HP,NEC,title_brand_mismatch,HP Inc,HTC,2025-04-23 10:09:52,3LS - SIP126446 - x360 1040 G11 (ErnestoX) / Delta / GC / AX211 WLAN disconnect intermittently / PC APJ
950714,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2025-04-15 09:07:04,[WIKO][LC][MarseilleI][ARL-AX201][DVT1][24H2]BT will reset after connected BT headset
950708,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2025-04-15 09:00:21,[WIKO][LC][MarseilleI][ARL-AX201][DVT1][24H2]BT rest after connected BT headset
950516,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2025-04-14 12:34:29,[WIKO][LC][MarseilleI][ARL-AX201][DVT1][24H2]No sound out put After connected  BT earphone (Airpods4)
950508,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2025-04-14 11:24:33,[WIKO][LC][MarseilleI][ARL-AX201][DVT1][24H2]FreeBuds Pro 3 Show the connected microphone and output music from the unit speaker.
950443,LENOVO,NEC,title_brand_mismatch,"Huaqin Technology Co., Ltd",Lenovo - ThinkPad JP,2025-04-14 07:26:20,"When set router 2.4G/5G wifi authentication type: WPA-PSA and RF mode:802.11b/g/n/ax,after the machine connect it and display 802.11n instead of 802.11ax(F/R:3/3  6/6cycles)"
949944,MSI,NEC,title_brand_mismatch,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,2025-04-10 07:00:05,The system is connected to a Wireless Display TV and the video playback is stuck or Screen freezes
949661,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2025-04-09 03:19:42,"[WIKO][LC][MarseilleI][DVT1] When the mouse or keyboard is paired with the units,  prompt ""Connection failed, please try to connect again"""
949169,LG,ASUS,title_brand_mismatch,LG ELECTRONICS INC.,LG,2025-04-07 02:34:41,(Copy Of 00949160) 16/17Z90TR + BE201 event ID 5002 issue with ASUS GT-AXE11000 ap
949160,LG,ASUS,title_brand_mismatch,LG ELECTRONICS INC.,LG,2025-04-07 02:05:47,16/17Z90TR + BE201 event ID 5002 issue with ASUS GT-AXE11000 ap
947419,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2025-04-02 10:05:42,[WIKO][LC][MarseilleI][DVT1] The BT earphone auto disconnected when play local music by media player
947318,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2025-04-02 03:57:58,[WIKO][LC][MarseilleI][DVT1]The unit show BSOD when disconnected BT earphone
947313,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2025-04-02 03:45:01,[WIKO][LC][MarseilleI][DVT1]The unit show BSOD when disconnected BT earphone
947269,WIKO,NEC,title_brand_mismatch,LONGCHEER,WIKO,2025-04-02 01:25:14,"[WIKO][LC][MarseilleI][DVT1]After the unit connect to monitor by  mircast,the sound will lag when play local video"
945995,FUJITSU,NEC,title_brand_mismatch,Fujitsu Client Computing Limited (Lenovo/FCCL),Fujitsu,2025-03-25 07:40:25,[FmP2/GaP2] Cannot connect at 40MHz bandwidth for 2.4GHz band
942735,PANASONIC,NEC,title_brand_mismatch,Panasonic Connect,Panasonic,2025-03-07 04:13:36,[WiFi]AX211( and AX201) are more likely to disconnect than 9560
941852,HP,NEC,title_brand_mismatch,INVENTEC CORPORATION,HP,2025-03-04 02:54:26,The connected Wi-Fi has been forgotten after switch Advanced Optimus to Integrated Graphics Only in OGH
941729,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,Lenovo - ThinkPad JP,2025-03-03 09:32:16,[Thinkpad][JP}cannot connect hidden network SG wifi6e(6Ghz) on T14 G4 & T14 G5
940923,CLEVO,NEC,title_brand_mismatch,CLEVO CO.,Other - OEM,2025-02-26 08:32:32,Blue screen after connecting Bluetooth speaker to S3
940752,HP,NEC,title_brand_mismatch,HP Inc,HP,2025-02-25 18:42:52,SIE294675: EMEA/T1/Roches/Intermittent WLAN disconnection
937821,DELL,NEC,title_brand_mismatch,"COMPAL ELECTRONICS, INC.",Dell,2025-02-10 01:41:15,[Precision 5570]Unstable Wi-Fi causing frequent disconnects analysis
935962,PANASONIC,NEC,title_brand_mismatch,Panasonic Connect,Panasonic,2025-01-31 08:23:50,[WiFi]Can not connect to AP using WPA3-Enterprise
934517,CLEVO,NEC,title_brand_mismatch,CLEVO CO.,Other - OEM,2025-01-17 11:39:02,ARL-HX _ BE200BE1750x Connect BT Headset no sound
934388,WIKO,NEC,title_brand_mismatch,"Huaqin Technology Co., Ltd",WIKO,2025-01-17 02:06:52,[WIKO][HUAQIN][NiceI][Intel RPL-R][Intel AX201][BT][Win11 24H2]Bluetooth devices will disconnect automatically in ten seconds after connected.
934281,WIKO,NEC,title_brand_mismatch,"Huaqin Technology Co., Ltd",WIKO,2025-01-16 09:28:34,[WIKO][HUAQIN][NiceI][Intel RPL-R][Intel AX201][BT][Win11 24H2]The bluetooth headset can not reconnect automatically after reopen bluetooth switch.
934228,SAMSUNG,NEC,title_brand_mismatch,"SAMSUNG ELECTRONICS CO., LTD.",Samsung,2025-01-16 07:19:24,[Venus5-16 LNL][FmP2] Buds3 is disconnected several times during watching youtube
932716,LENOVO,NEC,title_brand_mismatch,Lenovo (Beijing) Limited,Lenovo - IdeaPad,2025-01-08 09:12:32,"[S790_15_LNL_OLED]The connected BT devices have no function and unit can not find other BT devices.(F/R:1/2units,5/10cycles)"
931215,LENOVO,NEC,title_brand_mismatch,Lenovo (Beijing) Limited,Lenovo - Desktop,2024-12-30 06:12:44,[P3 Ultra Gen2-BE200-Hide the SSID in 6g WPA3 mode. The hidden network cannot be connected[23.100.0.4]
930078,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2024-12-20 11:32:14,[Dynabook][ARL]WLAN YB and BT lost occurred after reboot PC with AP connected
929133,LENOVO,NEC,title_brand_mismatch,Lenovo (Beijing) Limited,Lenovo - ThinkPad JP,2024-12-17 05:49:20,"Application error with Event ID 1000 ""IntelConnectivityNetworkService.exe"", found after F11 LAN Reset"
928087,DELL,NEC,title_brand_mismatch,WISTRON CORPORATION,Dell,2024-12-11 07:33:00,[Oasis13][RPL]Latitude 7340 Wi-Fi packet lost when VGA monitor is connected through HDMI-VGA Dongle(DPN HVG6H)
927701,LENOVO,NEC,title_brand_mismatch,SINGAPORE MOE,Lenovo - ThinkPad JP,2024-12-10 11:12:26,Intel(R) Wi-Fi 6E AX211keep disconnecting
927671,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2024-12-10 09:41:50,"[Dynabook][WiFi] AX211(GfP2)+Win10 case, WiFi connection blocks during around 1min after OS booted."
926309,ASUS,NEC,title_brand_mismatch,INVENTEC CORPORATION,Asus,2024-12-04 10:14:49,[IEC][ARL][S5x06CA]Android OS will be disconnected after Bluetooth connection
925122,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2024-11-28 08:37:17,"[Dynabook][HLK]A crash with exception code 0xC0000409 occurred in process ""IntelConnect.exe"" during system PNP (disable and enable) test"
924238,DELL,NEC,title_brand_mismatch,WISTRON CORPORATION,Dell,2024-11-25 09:17:52,[Arwing ARL]connect to 2.4/5G WIFI first then we cant reach 6E WIFI on BE202
923067,LENOVO,NEC,title_brand_mismatch,Lenovo (Beijing) Limited,Lenovo - ThinkPad China,2024-11-19 20:18:22,P15 Gen 2 Intel AX210 - WLAN Driver Will Crash When Connecting to 6Ghz Network
922063,FUJITSU,NEC,title_brand_mismatch,Fujitsu Client Computing Limited (Lenovo/FCCL),Fujitsu,2024-11-14 07:57:12,Poor communication performance when connected with 11ax
920919,LENOVO,NEC,title_brand_mismatch,"COMPAL ELECTRONICS, INC.",Lenovo - IdeaPad,2024-11-11 02:11:49,[TB 14 G7+ IAH_mini FVT ] [BE200]Running MS stress tool SW/HW drips cannot meet spec 90% when WiFi connected Internet.
920889,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2024-11-09 09:04:18,[Dynabook][ICPS]BT device still shows connected status in ICPS after disconnecting it from BT settings
920518,WIKO,NEC,title_brand_mismatch,"Huaqin Technology Co., Ltd",Other - OEM,2024-11-07 08:19:44,[WIKO][HUAQIN][MarseilleH][Intel MTL][Intel AX201][WiFi][Win11]System will disconnect when system occur 4003 error.
920516,WIKO,XIAOMI,title_brand_mismatch,"Huaqin Technology Co., Ltd",Other - OEM,2024-11-07 08:17:51,[WIKO][HUAQIN][MarseilleH][Intel MTL][Intel AX201][WiFi][Win11]Play video very lag via Miracast to XiaomiTV.
918653,DELL,NEC,title_brand_mismatch,DELL U S A CORPORATION,Dell,2024-10-30 00:46:06,Tributo LNL with BE201(BT IOSF) Bluetooth device connection drop
917701,LENOVO,NEC,title_brand_mismatch,WISTRON CORPORATION,Lenovo - ThinkPad JP,2024-10-24 10:51:54,"[Cheetah-3]:The EUT cant connect the WPA2-Enterprise(EAP-TLS) Wi-Fi in the Wi-Fi Configuration menu.(FR:2/2 units,10/10 trials)"
916498,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,Lenovo - IdeaPad,2024-10-18 10:47:48,BLE headset show disconnect after change the sound mode from recording to playback
914865,FUJITSU,NEC,title_brand_mismatch,Fujitsu Client Computing Limited (Lenovo/FCCL),Fujitsu,2024-10-11 11:11:47,Disconnected from AP for 1 minute after PC startup
914585,SAMSUNG,NEC,title_brand_mismatch,"SAMSUNG ELECTRONICS CO., LTD.",Samsung,2024-10-10 05:19:57,[Venus5-16][FmP2] BT device is disconnected when leave 5~10 minute after sleep/shutdown
913678,CLEVO,NEC,title_brand_mismatch,CLEVO CO.,Other - OEM,2024-10-07 06:46:08,V255RNB2_AX211_K375S+M590_CANT_CONNECT
912274,LENOVO,NEC,title_brand_mismatch,Lenovo (Beijing) Limited,Lenovo - IdeaPad,2024-09-27 03:44:54,S990 cant connect TPlink WIFI7 AP with BE for 90% FR
910912,LENOVO,NEC,title_brand_mismatch,"COMPAL ELECTRONICS, INC.",Lenovo - IdeaPad,2024-09-23 07:27:51,Intel WLAN device show YB after connect to internal
908310,WIKO,NEC,title_brand_mismatch,"Huaqin Technology Co., Ltd",Other - OEM,2024-09-09 12:08:35,[WIKO][Huaqin][NiceG][Intel RPL][PVT][Intel AX201][WiFi][24H2]System will disconnect when system occur 4003 error.
908307,WIKO,XIAOMI,title_brand_mismatch,"Huaqin Technology Co., Ltd",Other - OEM,2024-09-09 11:58:10,[WIKO][Huaqin][NiceG][Intel RPL][PVT][Intel AX201][WiFi][24H2] Play video very lag via Miracast to XiaomiTV.
903676,GETAC,NEC,title_brand_mismatch,GETAC TECHNOLOGY CORPORATION,Getac,2024-08-20 04:18:02,Bluetooth LE Audio Offload function cannot remain functional after re-connected
901990,LENOVO,NEC,title_brand_mismatch,LENOVO COMPAL FUTURE CENTER,Lenovo - ThinkPad JP,2024-08-12 09:39:50,[MR2][ThinkPaid-JP][Win11 24H2][GM2.1][Network][BE200]EUT show one channel when connect to MLO
900676,SAMSUNG,NEC,title_brand_mismatch,"SAMSUNG ELECTRONICS CO., LTD.",Samsung,2024-08-06 07:00:08,[Mars4][GfP2][MTL] Video is not played after connecting Buds (LE Audio)
899317,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2024-07-30 09:55:20,"The system will pop up option ""Enter your user name and password"" when connecting AP with WPA3+TLS on Win11 24H2"
898408,DELL,NEC,title_brand_mismatch,DELL U S A CORPORATION,Dell,2024-07-25 03:00:46,AX211 | Wireless connection disconnected every 30 min When IPv6 network is ON
898398,SAMSUNG,NEC,title_brand_mismatch,"SAMSUNG ELECTRONICS CO., LTD.",Samsung,2024-07-25 02:29:29,[Kairos-14 ADL][GfP] WMP error after disconnecting right bud
896262,PANASONIC,NEC,title_brand_mismatch,Panasonic Connect,Panasonic,2024-07-15 23:50:08,[WiFi][QA]How to improve operation when disconnected from AP with status code 17
892503,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2024-06-29 08:38:18,[Dynabook]Sometimes the sound/video get stuck during playback when connecting by Miracast
892132,GIGABYTE,NEC,title_brand_mismatch,"COMPAL ELECTRONICS, INC.",Gigabyte,2024-06-27 08:09:48,[GBT] [RPL][AX211] Connect a bluetooth headset then found no recording device
890028,PANASONIC,NEC,title_brand_mismatch,Panasonic Connect,Panasonic,2024-06-18 07:48:58,[Bluetooth][HrP2][Re-open]BT is going slowly after some hour and then disconnection happens
887026,TOSHIBA,NEC,title_brand_mismatch,Dynabook Inc.,Dynabook Inc,2024-06-04 04:01:23,[Dynabook]BSOD occurs when PC resume from Hibernation with travel G4 adapter connected
886084,FUJITSU,NEC,title_brand_mismatch,Fujitsu Client Computing Limited (Lenovo/FCCL),Fujitsu,2024-05-29 11:09:24,Unable to connect to AP on 6GHz channel when SSID is hidden
885492,LENOVO,NEC,title_brand_mismatch,Lenovo (Beijing) Limited,Lenovo - IdeaPad,2024-05-27 07:53:07,only one connection with LE-audio headset
