Issue key,Technology,Model Category,Category Confidence,Root Cause,Root Cause Theme
BT-319591,BT,Connectivity,0.1214448446883602,"RX stop flow included AES termination that had a busy wait loop that got stuck.
The flow was replaced with a full BMC reset flow in case of Rx stop.",State Machine / Flow Handling
BT-316459,BT,Connectivity,0.6728014302279846,Rx event is not received from the controller.,Insufficient Root-Cause Detail
BT-315828,BT,Connectivity,0.99,"The ARL Hx product family goes with the MTL PCH-S, integrating Solar-F.
Solar GfP2 products support Dynamic CODEC loading feature to download
required CODEC image for AAC or LC3 on demand.

It is observed in some platform like ARL-Hx + GfP2, CODEC download is
taking more than 500ms in some corner case scenario. It is suspected
that the additional delay could be due to device entering into LPM L1
low power mode in between CODEC download.",Race / Timing / Interrupt Ordering
BT-315352,BT,Connectivity,0.17185432740352186,Solar is from frozen branch and the change is not taken into this branch from mainline where the original fix was delivered.,Insufficient Root-Cause Detail
BT-314297,BT,Connectivity,0.99,All blocks of a2dp fifo was not flushed in case when A2dp flag was cleared on getting L2CAP disconnect from peripheral. Added check to do flush of the remaining block if suspend data flag is set irrespective of A2dp link flag.,Insufficient Root-Cause Detail
BT-313947,BT,YB/Lost,0.20528624335690526,A reset for EP and Glue at transaction end created conditions for extra EP interrupt.,Race / Timing / Interrupt Ordering
BT-312806,BT,Connectivity,0.99,Fix is integrated with https://gerritwcs.ir.intel.com/c/ibt_core-fw/+/174491,Firmware Config / Parameter / Tuning
BT-310409,BT,YB/Lost,0.24427764628547283,FW Bug while reporting exception to the host,Firmware Config / Parameter / Tuning
BT-309302,BT,Connectivity,0.14283024058988084,"Same issue as in BT-293863. As it's coming from external source, not duplicate, only linking the JIRAs.
25WW3 weekly contains the fix:

SBHBTW_AT_WEEKLY1891_23.130.25033.60371 

For 23.120 branch, it is contained in:

SBHBTW_PP_REL60773_23.120.0.2

(merged by https://gerritwcs.ir.intel.com/c/ibt_core-fw/+/167501)

 
 ",Firmware Config / Parameter / Tuning
BT-307873,BT,Connectivity,0.18821503342351822,"Same root cause as in BT-293863.
167413: [TASK] Add EP + Glue logic reset to BMC close down flow | https://gerritwcs.ir.intel.com/c/ibt_core-fw/+/167413

Was merged already to the branch which 23.120 is build from.",State Machine / Flow Handling
BT-307864,BT,Connectivity,0.99,MIC failure is caused by RPA corruption in LE Scan Transactions due to improper RPA configuring for wrong ADV packet lengths,Firmware Config / Parameter / Tuning
BT-307497,BT,Connectivity,0.99,RPA HW should not be configured in case if ADV packet received with less than minimum length or FW unable to allocate buffer for PDU to be received.,Firmware Config / Parameter / Tuning
BT-306577,BT,Connectivity,0.14473170728254953,"TX PKT INT arrived 2nd time after LE PDU header was pushed to the BMC HW.
The 2nd PKT INT treated as TX EQ INT and this cause 2nd order issues.",Insufficient Root-Cause Detail
BT-306253,BT,Connectivity,0.10102403337803963,"Fix to the LE refactor which makes flushes the CRC bits are flushed out of the BMC HW in all cases was delivered to 23.110 (used for 23.120) at:
168742: [REFACTOR] Handling CRC bits for LE Scan | https://gerritwcs.ir.intel.com/c/ibt_core-fw/+/168742",Firmware Config / Parameter / Tuning
BT-305900,BT,Connectivity,0.2404621408518889,"The root cause is a timing issue where there is pending SCO interrupt which is handled after remove ISO Data path.

As LE Audio considers the ISR is not LE , the flow going to classic path and have exception.

Validation for classic and LE Audio flows after handling ISR is done.",State Machine / Flow Handling
BT-305574,BT,YB/Lost,0.3404957204929658,nan,Insufficient Root-Cause Detail
BT-305285,BT,BSOD,0.3206598366424653,"This fix adds synchronization of instadock timer handler and
driver recovery/unloading procedure. Synchronization is needed in the timer handler
to avoid BSOD due to driver BAR data deletion. This race condition scenario is really hard to reproduced.",Race / Timing / Interrupt Ordering
BT-304026,BT,Connectivity,0.14718171362909807,"TX PKT INT arrived 2nd time after LE PDU header was pushed to the BMC HW.
The 2nd PKT INT treated as TX EQ INT and this cause 2nd order issues.",Insufficient Root-Cause Detail
BT-303616,BT,Connectivity,0.99,"Observed no sound output with A2dp SBC
offload use case when doing back to back
disconnect/reconnect flow.
This is due to all blocks of a2dp fifo was not
flushed.
Added flush logic for A2dp fifo in AVDTP
close flow as a WA to make sure previous
blocks are flushed.",State Machine / Flow Handling
BT-303389,BT,Connectivity,0.1761867688889168,AES header bypass is set by mistake by AES HW,Insufficient Root-Cause Detail
BT-302534,BT,BSOD,0.4051073153841292,"This fix adds synchronization of instadock timer handler and
driver recovery/unloading procedure. Synchronization is needed in the timer handler
to avoid BSOD due to driver BAR data deletion. This race condition scenario is really hard to reproduced.",Race / Timing / Interrupt Ordering
BT-302523,BT,Connectivity,0.09463204459657579,Wdfrequest handling in IoStop callback is not synchronized with other request handling contexts,Insufficient Root-Cause Detail
BT-302282,BT,YB/Lost,0.15772914359755655,"It is learnt that we should not access PCIe host cluster register
when device is in D3 state in S4/S5 state. These registers can be
accessed when device is in D3 in S0 state.

Driver is updating Sleep control register to 3 which is D3_RPREP state
when device is in D3 in S4/S5 state. Otherwise it will update sleep
control register to 2 which is D3 state.

Added additional check in firmware for device state for not being
PCIE_IPC_SLEEP_STATE_D3_RPREP state before granting access to
host cluster register.",Firmware Config / Parameter / Tuning
BT-302266,BT,Connectivity,0.99,"1. Corrected the flush function which clears the pending data packets
in the disconnection flow to use the descriptor to dequeue.
2. In the flush function if we try to derive the connection handle
using the link index it will result as INVALID connection handle
because HC layer clears the connection table by the time TL layer
starts to flush the data packets. to handle this case passing the
link index and traffic type to flush function.
3. Added code to flush the LE ACL data packet.
4. In TL layer added fatal exception if connection handle is
invalid for data packet.",State Machine / Flow Handling
BT-302258,BT,Connectivity,0.12151894139236404,"When USB_NO_SUCH_DEVICE happens while D2D is already established, the recovery will be initiated and the status of that is getting override with the error status which results in infinite loop of read handling",Insufficient Root-Cause Detail
BT-302212,BT,Connectivity,0.23439029939253908,"TX PKT INT arrived 2nd time after LE PDU header was pushed to the BMC HW.
The 2nd PKT INT treated as TX EQ INT and this cause 2nd order issues.",Insufficient Root-Cause Detail
BT-301609,BT,YB/Lost,0.30257230757655357,Double register write is resulting in double interrupt in FW which is causing unexpected alive in host driver,Firmware Config / Parameter / Tuning
BT-301248,BT,Connectivity,0.99,"TX PKT INT arrived 2nd time after LE PDU header was pushed to the BMC HW.
The 2nd PKT INT treated as TX EQ INT and this cause 2nd order issues.",Insufficient Root-Cause Detail
BT-301207,BT,Connectivity,0.19615734918419778,nan,Insufficient Root-Cause Detail
BT-301151,BT,Connectivity,0.1657246273078851,"TX PKT INT arrived 2nd time after LE PDU header was pushed to the BMC HW.
The 2nd PKT INT treated as TX EQ INT and this cause 2nd order issues.",Insufficient Root-Cause Detail
BT-301137,BT,Connectivity,0.18413509940662023,"Same root cause as in BT-293863.
LE scan had residual bits in the HW pipe.
BT-307616 delivery cleans the HW pipe at the end of the flow.
https://gerritwcs.ir.intel.com/c/ibt_core-fw/+/167413 merged to 23.110, waiting for next release build",State Machine / Flow Handling
BT-300783,BT,Connectivity,0.99,"The ARL Hx product family goes with the MTL PCH-S, integrating Solar-F.
Solar GfP2 products support Dynamic CODEC loading feature to download
required CODEC image for AAC or LC3 on demand.

It is observed in some platform like ARL-Hx + GfP2, CODEC download is
taking more than 500ms in some corner case scenario. It is  suspected
that the additional delay could be due to device entering into LPM L1
low power mode in between CODEC download.",Race / Timing / Interrupt Ordering
BT-300754,BT,Connectivity,0.21538596245501088,"While in init scan scan rsp PDU with CRC pkt was not handle as a result we were not release the scan index. And gradually as a side effect connection was not going through.
Handling of scan rsp with CRC is taken care as part this gerrit",Insufficient Root-Cause Detail
BT-298660,BT,YB/Lost,0.37981037699335907,nan,Insufficient Root-Cause Detail
BT-298285,BT,Connectivity,0.99,"When SHR performed for recovery, due to driver state
mismatch, stack is not reloaded which caused connections
are disconnected and scan not working after recovery.
Fixing the driver state here before triggering a
SHR here to decide reload of stack required or not.",Driver-OS Interface / API / OID
BT-297810,BT,Connectivity,0.99,"When SHR performed for recovery, due to driver state
mismatch, stack is not reloaded which caused connections
are disconnected and scan not working after recovery.
Fixing the driver state here before triggering a
SHR here to decide reload of stack required or not.",Driver-OS Interface / API / OID
BT-297803,BT,Connectivity,0.11609676731541244,"It is observed that when controller had a ACL/event packet to send to
host when device is in D3 state it attempted PME wake. At the time
of PME wake request host disabled PME wake enable. As PME wake
enable is disabled by host PME wake request for ACL/event/SCO
packets are not performed and these packets are not transmitted.

But as ACL/event packet transmit request was already initiated in the
D3 state and PME wake request also not asserted the expected transmit
complete for ACL/event didnt happen. This is the reason ACL/event
request mask remained disabled which blocks all further packet
transmission. Due to this events are getting accumulated in the event
buffer and finally fatal exception for event packet overflow is getting
triggered.",State Machine / Flow Handling
BT-297390,BT,YB/Lost,0.99,"Issue happening when fw download happening, there is OS switch to other task for 2 secs which resulted in Intel reset to timeout and controller moved to unlocker state which is not detected by driver and tried to recover with soft reset which also failed resulted to YB. ",Firmware Config / Parameter / Tuning
BT-295927,BT,YB/Lost,0.4063181954496706,nan,Insufficient Root-Cause Detail
BT-295267,BT,Connectivity,0.11666341177228409,"While processing a redo, another redo is resulting in current transaction data structure clearance as a result exception is seen.",Insufficient Root-Cause Detail
BT-295258,BT,YB/Lost,0.19910974542063933,"Because of back-to-back redo we are canceling the data structure involved in ongoing transaction.
Back-to-back redo is avoided which will prevent such exception",Driver-OS Interface / API / OID
BT-295204,BT,YB/Lost,0.20195238430186627,TA provided for USB Low speed device detection,Insufficient Root-Cause Detail
BT-294209,BT,YB/Lost,0.17146632034590895,"Same issue as in BT-280279. can't duplicate an external bug to internal one.
",Insufficient Root-Cause Detail
BT-293879,BT,Connectivity,0.1912089160371279,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,

",Memory / Pointer / Resource Handling
BT-293165,BT,YB/Lost,0.13448307295385079,"This issue has a  repro rate of 1/3000 and  hard to reproduce, which happens due to the  race condition in workitem CB execution during driver framework ""Release hardware"" callback. Here Workitem is not synchronized between the callback contexts.",Race / Timing / Interrupt Ordering
BT-292580,BT,YB/Lost,0.12645624141708656,Issue got fixed in 23.110 after the scan related fixes with respect to buffer exhaustion on CRC PDUs & a case of DIRECTED_ADV PDU fix went & also related to Scan BC statemachine fix,State Machine / Flow Handling
BT-292252,BT,Connectivity,0.18944639804127492,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,

",Memory / Pointer / Resource Handling
BT-291551,BT,Connectivity,0.19618573751393195,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,",Memory / Pointer / Resource Handling
BT-291118,BT,Connectivity,0.16064245934587842,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,

",Memory / Pointer / Resource Handling
BT-290511,BT,YB/Lost,0.23018536767795714,Dx update double write which was a WA for door bell interrupt miss issue is now causing double interrupt to FW,Firmware Config / Parameter / Tuning
BT-288498,BT,Connectivity,0.3678923097904964,"For BIOS version 0, Support is not present for ANT tool or BIOS tool used by customer earlier. This support is added as part of this Fix.",Insufficient Root-Cause Detail
BT-288221,BT,YB/Lost,0.23150587161500008,nan,Insufficient Root-Cause Detail
BT-288217,BT,Connectivity,0.19134983235534933,"Boot Up Event was not received by PCIe driver and there was race aound contindion between FW and Driver. 

Now the PCIe driver in UEFI host does attempt to get boot up event after INtel Reset (post FW DL ) and then proceeds. 3 attempts are given to safe guard the Rx handling.  Vendor config.efi has the fix. ",Firmware Config / Parameter / Tuning
BT-285445,BT,Connectivity,0.99,nan,Insufficient Root-Cause Detail
BT-285438,BT,Connectivity,0.19249218796174397,"It is observed that host driver is timing out as it is not getting ACK
for D0 entry doorbell interrupt in some corner case scenario during
stress test. It is confirmed from the debugging that controller was
getting doorbell interrupt but not getting sleep control status bit
set when driver transition from D3 to D0.

Actual issue is not root caused yet. But identified a workaround for
this issue. When doorbell interrupt is detected, and if status register
read it as zero, then it is assumed as sleep control doorbell is
missing. In such cases, sleep control state is compared with
previous state and if this is detected as transition, then sleep
control doorbell bit in the status register is set and processed as
if this bit is set by hardware.",Race / Timing / Interrupt Ordering
BT-285437,BT,Connectivity,0.19467129450322637,"It is observed that host driver is timing out as it is not getting ACK
for D0 entry doorbell interrupt in some corner case scenario during
stress test. It is confirmed from the debugging that controller was
getting doorbell interrupt but not getting sleep control status bit
set when driver transition from D3 to D0.

Actual issue is not root caused yet. But identified a workaround for
this issue. When doorbell interrupt is detected, and if status register
read it as zero, then it is assumed as sleep control doorbell is
missing. In such cases, sleep control state is compared with
previous state and if this is detected as transition, then sleep
control doorbell bit in the status register is set and processed as
if this bit is set by hardware.",Race / Timing / Interrupt Ordering
BT-284694,BT,Connectivity,0.21982257926246215,nan,Insufficient Root-Cause Detail
BT-284403,BT,Connectivity,0.21782011681878172,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,

",Memory / Pointer / Resource Handling
BT-284395,BT,Connectivity,0.2050846695565046,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan, primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,

",Memory / Pointer / Resource Handling
BT-284342,BT,Connectivity,0.16652537365134043,"In FW download time, getting Unspecified error followed by Signature verification failed, for which driver recovers with SHR only once in existing model and on next iteration PLDR triggered which is not working all the time on customer platform.",Firmware Config / Parameter / Tuning
BT-284037,BT,Connectivity,0.12188380393993735,"It is observed that when controller had a ACL/event packet to send to
host when device is in D3 state it attempted PME wake. At the time
of PME wake host already initiated D0 entry before controller trigger
PME wake and host disabled wake enable. As wake enable is disabled
by host at the time of entering into D0 PME wake for ACL/event
packet is not performed and ACL packet not transmitted.

But as ACL/event packet transmit request was already initiated in the
D3 state and PME wake also not completed the expected transmit
complete for ACL/event didnt happen. This is the reason ACL/event
request mask remained disabled which blocks all further packet
transmission.

Due to this race condition between controller initiated D0 entry due to
PME wake trigger and host initiated D0 entry all packets are blocked
and further ACL or events for HCI commands started accumulating
in the buffer and finally fatal exception for event packet overflow
is getting triggered.",State Machine / Flow Handling
BT-284034,BT,Connectivity,0.18736020492811778,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly buffer was missed,

",Memory / Pointer / Resource Handling
BT-283405,BT,Connectivity,0.99,Rx data which is not consumed yet from the BT UEFI driver and that being the possibility of the RX FIFO full on the FW side,Firmware Config / Parameter / Tuning
BT-281519,BT,Connectivity,0.17003927339352815,"In some corner case scenario, MAC access was not getting enabled when
device exit from ULPM. In the code review, we found that function
pcie_enable_host_mac_access_Irq was called with additional
device state check, which is not really required from the ULPM flow
in tl_pcie_mac_restore.
",State Machine / Flow Handling
BT-279639,BT,Connectivity,0.1325287406389147,"In FW download time, getting Unspecified error followed by Signature verification failed, for which driver recovers with SHR only once in existing model and on next iteration PLDR triggered which is not working all the time on customer platform.",Firmware Config / Parameter / Tuning
BT-279638,BT,YB/Lost,0.3805276110635579,nan,Insufficient Root-Cause Detail
BT-278402,BT,YB/Lost,0.16801653474454592,"It is a negative scenario. Which is difficult to achieve,
This is a corner where central might have violated the spec or the Poll pkt OTA got missed due to interference and we did hit this case.
",RF / Coexistence / Channel Behavior
BT-276753,BT,YB/Lost,0.23133287025995736,Race condition between windows putting device to D3 and RX from the device,Race / Timing / Interrupt Ordering
BT-276063,BT,YB/Lost,0.3037078090071793,nan,Insufficient Root-Cause Detail
BT-275111,BT,Connectivity,0.172074393616997,"While doing nonce +1, wrap around value
calculation was ignoring the carry forward.
This resulted in different HMAC calculation on PC
and docking station, causing the fail to wakeup
issue.",Insufficient Root-Cause Detail
BT-275082,BT,Connectivity,0.1796317489991087,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,

",Memory / Pointer / Resource Handling
BT-274326,BT,BSOD,0.18405625365338812,"Unexpected failure in the  instadock beacon configuration  during RS mode Entry.  Due to this failure further beacon configuration is trying to access a memory , which is not supposed to access during D3 Non wakable Idle device state ",Firmware Config / Parameter / Tuning
BT-274320,BT,Connectivity,0.1611048112057794,"Driver was able to detect  the RS mode device entry and able to configure the  instadock beacons (LE Advs). But additional check  was needed while updating the persistence mode enablement flag  . It was not Set to TRUE , which causes driver to call SHR and reset the beacon started for RS mode device state . This is an additional flow needed only for PCI driver .  ",State Machine / Flow Handling
BT-274316,BT,YB/Lost,0.3727915286236578,"Race condition between windows putting device to D3 and RX from the device.
This has been fixed as part of BT-272556.",Race / Timing / Interrupt Ordering
BT-272964,BT,Connectivity,0.2067179104438627,nan,Insufficient Root-Cause Detail
BT-272586,BT,YB/Lost,0.13577052800902295,Fix is done,Insufficient Root-Cause Detail
BT-272556,BT,YB/Lost,0.575760788728838,Race condition between windows putting device to D3 and RX from the device,Race / Timing / Interrupt Ordering
BT-271922,BT,YB/Lost,0.18994066373000199,"Rootcause for why sometimes (typically seen once in 6 to 24 hours) the first bri indirect read fails is still under investigation. Infinete loop is converted to timed loop and if there is no response within 1ms, fatal exception is raised. The fatal exception helps to recover from the scenario and avoids USB transaction error. ",Driver-OS Interface / API / OID
BT-271615,BT,Connectivity,0.1730485577197908,"https://jira.idoc.intel.com/browse/DCR-2705 
DCR-2705 has changes from Driver/Fw/Bios to resolve this issue.

",Firmware Config / Parameter / Tuning
BT-271587,BT,YB/Lost,0.18120597352873832,"TOP Fatal error being observed when moving from Dx to D0 transition and WiFi is not available during this state. When the WiFi is not available, BT will force to YB as the product reset support will not be available.

Fix: Requirements and new design changes updated to handle the case where WiFi is taking longer time to publish D2D interface.

",Power State / Reset / PLDR
BT-270241,BT,Connectivity,0.10200738907877806," Gracefully exiting the firmware download procedure if it fails for some reason.
",Firmware Config / Parameter / Tuning
BT-268871,BT,YB/Lost,0.14583779678356068,nan,Insufficient Root-Cause Detail
BT-267862,BT,Connectivity,0.99,"Found LE ACL connection with intel
controller randomly times out after
~30mins to 1 hour on frozen branch.
This is due to syncslot being calculated
is sometimes incorrect leading to large
value of drift being calculated (~5ms).
Added a work around to avoid saving
current drift value if it exceeds
half of the sync window.",Driver-OS Interface / API / OID
BT-266896,BT,Connectivity,0.1853750540074081,"Customer HW (mouse) works out of spec (still susception, and under investigation by Intel) . RC modulation index of GFSK.
WA implemented on MLSE also to be more robust on receiving wider range of modulation index. ",Insufficient Root-Cause Detail
BT-266355,BT,Connectivity,0.20649195435811907,"memory leak in async timer callback.
memfree() called in PCIe driver. 
",Memory / Pointer / Resource Handling
BT-266164,BT,Connectivity,0.28377776838914864,"For IdleD3 Settings, timeout type used was DriverManagedIdleTimeout which does not register to PoFx. So fix is to use SystemManagedIdleTimeout instead",Driver-OS Interface / API / OID
BT-264484,BT,Connectivity,0.20044163603669518,"This issue has been addressed in the jira BT-241260
Root cause was,
In the current implementation, there was a mismatch in the ULPM
Block/Unblock counter due to imbalanced call of functions
sc_PscLpmBlock and sc_PscLpmUnBlock in the TL PCIe layer.

Identified the redundant/multiple sc_PscLpmUnBlock call and fixed.
",Insufficient Root-Cause Detail
BT-264169,BT,Connectivity,0.11974752545000274,This is an integration (Driver + Firmware) bug in HP insta dock feature . It is observed that calculation to derive the Advertisement interval for HP beacon (which is  read from bios configuration) is not meeting the customer expectation.  We have the fix that handles the calculation in driver code now.,Firmware Config / Parameter / Tuning
BT-263832,BT,YB/Lost,0.17680490858002243,"While executing a D3 scenario, prior to entering D0, we observed incorrect PCIE context info, which we suspect is due to an unidentified bug in the hardware. Consequently, the firmware (FW) triggered a fatal exception, leading to a soft reset of the CPU. During this soft reset, we encountered an additional Top exception rewriting all original exception data that was alraedy recorded in persistent.

The details of this Top exception suggest an issue that occurred during the initialization of the FSEQ following the soft reset due to original exception. However, the extra details provided by the Top exception data was inconclusive as per Top team. We assume that the hardware may have already been in a bad state due to the original issue when FW attempted to program the FSEQ as part of the initialization after the soft reset.

Due to the current exception handling approach, we lacked adequate data for debugging.

Proposed Solution: To address this issue, systems suggested halting the CPU immediately after any exception occurs. This will allow the host to collect debug information related to the exception before the firmware proceeds further and trigger further exceptions due to any instability already in the system.",Firmware Config / Parameter / Tuning
BT-263368,BT,YB/Lost,0.15168038553044194,nan,Insufficient Root-Cause Detail
BT-262766,BT,YB/Lost,0.11328437837497676,Missing build target to differentiating between NPI versus KTBR.,Insufficient Root-Cause Detail
BT-260840,BT,YB/Lost,0.46478995599956263,nan,Insufficient Root-Cause Detail
BT-260809,BT,YB/Lost,0.4378133881783993,nan,Insufficient Root-Cause Detail
BT-260523,BT,Connectivity,0.13442838182166755,"Rx handling of the Data path in the PCi driver handling is optimized. 
Increasing priority of the thread or Rx processing. 
Reducing the timeout to Async Data read routine.",Driver-OS Interface / API / OID
BT-260505,BT,YB/Lost,0.42237367079780797,nan,Insufficient Root-Cause Detail
BT-258275,BT,Connectivity,0.13264268691525477," WDfRequestComplete with Unsuccessful is not an expected
return value for the stack. Corrected this while, HW error
event received in top error case where we will not fwd it
to stack, instead we complete the request with status
success.",Insufficient Root-Cause Detail
BT-258267,BT,BSOD,0.3671943358664366,Product reset by wifi during FW download is not handled properly in driver,Firmware Config / Parameter / Tuning
BT-257956,BT,YB/Lost,0.99,nan,Insufficient Root-Cause Detail
BT-257509,BT,YB/Lost,0.46787381621640917,nan,Insufficient Root-Cause Detail
BT-256995,BT,BSOD,0.30679906562379944,nan,Insufficient Root-Cause Detail
BT-256692,BT,YB/Lost,0.3445205157345507,nan,Insufficient Root-Cause Detail
BT-255107,BT,YB/Lost,0.17373050018102326,FW download is failing in USB status io timeout and usb recovery is also failing. So perform PLDR instead,Firmware Config / Parameter / Tuning
BT-253020,BT,YB/Lost,0.22861380220499608,nan,Insufficient Root-Cause Detail
BT-251408,BT,YB/Lost,0.3319345918983871,nan,Insufficient Root-Cause Detail
BT-249593,BT,BSOD,0.20260073518878588,Issue is driver trying to read or access unallocated memory.,Memory / Pointer / Resource Handling
BT-248403,BT,YB/Lost,0.2136036461149104,"ROM alive interrupt timeout in driver is 200ms, but in this issue case it came only after 250ms which resulted in this failure",Race / Timing / Interrupt Ordering
BT-248088,BT,YB/Lost,0.16455544382122278,"OEM Tools (DRTU) using Intel Hard reset cmd to exit from DTM for Linked mode tests, but this resulted in BT on USB going to Low speed device which is random case but observed 1/10 times in DRTU tests. It is known issue from pulsar but we don't have a solution for Low speed device.
Also for ibtpci, Hard reset can move BT fw to bad state. So moving to ShHwreset for ibtpci instead of hard reset from applications",Firmware Config / Parameter / Tuning
BT-247776,BT,Connectivity,0.12320123069973417,Fix handles InstaDock Beacon Reconfiguration when windows enter into RS mode .,Firmware Config / Parameter / Tuning
BT-247163,BT,YB/Lost,0.11844151933092238,"he function dwc_otg_flush_in_ep_Irq() is called to flush both event and
ACL buffers. Event buffer is deallocated using hcapi_ReleaseEventBuf().
But by mistake ACL buffer also attempted to deallocate with the same
API hcapi_ReleaseEventBuf(). As ACL buffer pointers are not there in the
event buffer pointer database, ACL buffer deallocation attempt will end
with fatal exception.

Added additional check in the function dwc_otg_flush_in_ep_Irq() to
deallocate event buffer with API hcapi_ReleaseEventBuf() and ACL buffer
with tld_ReleaseDataBlock();",Memory / Pointer / Resource Handling
BT-244631,BT,BSOD,0.18400524964810144,"Usb Notify callback has a buffer for ""device symbolic name""
of type unicode string. Driver has to compare this string
with HPDock Vid string. This comparison logic was dereferencing
the callback buffer beyond its array boundary.
This fix handles the pointer offset count within the array
boundary.",Memory / Pointer / Resource Handling
BT-242267,BT,BSOD,0.15494401465668192,"While powering down in reboot scenario, FDO is moving to D3 final and PDO moved to D2, but PDO went back to D0 due to an IOCTL received from MSFT stack and wdfrequestcomplete is done with STATUS_DEVICE_BUSY which is not accepted by the stack as per msdn which can accept only STATUS_SUCCESS and if fails with STATUS_CANCELLED with proper data. ",Insufficient Root-Cause Detail
BT-241749,BT,Connectivity,0.18853926940959423,Missing integration of PPAG support in PCI Test mode driver.,Driver-OS Interface / API / OID
BT-241656,BT,Connectivity,0.14805504930236407,"Hcitool was not having ibtpci transport support available.
Added the ibtpci transport support to the hcitool to inquired rdbdaddr in testmode and inquire other commands for operational driver

Removed registry-based driver detection, instead opening the device interface and reading the Bluetooth device driver string from the device manager.",Driver-OS Interface / API / OID
BT-241289,BT,Connectivity,0.2005997476847818,"As part of Blank OTP identification, The frozen SKU Product Identifiers are not considered. This resulted into JfP being considered as Blank silicon.",Insufficient Root-Cause Detail
BT-235950,BT,Connectivity,0.12495740654626106,"As part of Blank OTP identification, The frozen SKU Product Identifiers are not considered. This resulted into JfP being considered as Blank silicon.",Insufficient Root-Cause Detail
BT-234714,BT,Connectivity,0.1570171640431131,DCR 2640,Insufficient Root-Cause Detail
BT-224323,BT,Connectivity,0.13530127271486825,"Root cause:

When device moving to D3 Final, Framework should remove the driver objects and corresponding pdo's associated, but in a case where DUT connecting with an external HD, which triggered device to move the DUT to D3 Final and while resuming back to D0, where the corresponding associated PDO's are not removed and so driver trying to create again on D0 entry caused the bugcheck.",Driver-OS Interface / API / OID
BT-223470,BT,BSOD,0.22891037536858266,"Root cause:

When device moving to D3 Final, Framework should remove the driver objects and corresponding pdo's associated, but in a case where DUT connecting with an external HD, which triggered device to move the DUT to D3 Final and while resuming back to D0, where the corresponding associated PDO's are not removed and so driver trying to create again on D0 entry caused the bugcheck.",Driver-OS Interface / API / OID
BT-216334,BT,Connectivity,0.1336292227156279,"The EB with the fix provided as part of jira BT-205148, with this EB the issue is not reproduced.",Insufficient Root-Cause Detail
BT-213904,BT,Connectivity,0.11875032415450118,There is no requirement available for Folder naming conventions or Layout structure.  This has been identified as part of release layouts for PCI.,Insufficient Root-Cause Detail
BT-213877,BT,Connectivity,0.11770432967415928,"In SSP procedure, when we have collision, not handled properly, the bit mask which is used to check collision is not used any where, we need to use the different bit mask, updated the check with proper bit mask to handle the collision.                                                                                              When the role is peripheral, while sending IO Capabilities response via lmp, we need to clear some of the states. like BTH21_SSP_LMP_IO_CAP_TX, BTH21_SSP_INITIATOR, Taken care of that.",Insufficient Root-Cause Detail
BT-211940,BT,Connectivity,0.15029877484546095,WokItem for WakeReq is not closed gracefully in error conditions.,Race / Timing / Interrupt Ordering
BT-209225,BT,YB/Lost,0.45782094749523533,Missing Dx to D0 Implementation during Beta1 drop.,Insufficient Root-Cause Detail
BT-208709,BT,YB/Lost,0.12972283051104191,Root cause for Signature verification failure is not available yet. This is currently under investigation by ROM team.,Security / Signature / Validation
BT-205823,BT,YB/Lost,0.1688098348195074,Root cause for Signature verification failure is not available yet. This is currently under investigation by ROM team.,Security / Signature / Validation
